104,62,52912851054,2,2022,toddler,12273
105,10,29224043009,1,2018,toddler,9242
106,43,16109741950,1,2020,junior,9022
107,17,67126349988,1,2024,junior,9043
108,12,49543379581,2,2020,junior,11686
109,99,66227708017,0,2020,preschooler,10159
110,41,71175827496,1,2021,preschooler,8504
111,8,51344228397,0,2020,preschooler,9942
112,55,70005401138,0,2022,junior,10399
113,50,60420283647,0,2024,toddler,10449
114,14,12028362758,2,2015,junior,11732
115,91,94910300590,0,2015,junior,10223
116,36,89470336693,0,2016,toddler,10295
117,8,69633762160,0,2016,junior,10060
118,35,83085414810,0,2021,preschooler,10009
119,93,25560342580,2,2015,preschooler,11627
120,33,75514757367,2,2023,preschooler,11117
121,80,68559790076,3,2017,toddler,9967
122,77,11521717093,1,2023,toddler,9457
123,42,92718882078,0,2024,toddler,11006
124,28,40371386764,0,2022,toddler,10321
125,14,68416958604,2,2021,toddler,11895
126,38,99178775231,0,2018,preschooler,9685
127,0,80306500560,2,2018,preschooler,11218
128,72,83374761074,0,2020,preschooler,10229
129,77,73654839890,0,2022,preschooler,10234
130,37,63103703106,0,2023,junior,10074
131,10,93005665835,1,2020,preschooler,8832
132,62,43361850232,0,2016,preschooler,10575
133,13,77512695339,3,2024,junior,9459
134,15,29891587455,2,2015,preschooler,11558
135,99,66267802069,0,2016,toddler,10557
136,20,13091194684,0,2023,preschooler,10027
137,18,75031868606,0,2017,preschooler,9840
138,6,23318213691,1,2022,preschooler,8932
139,19,51667758350,1,2015,preschooler,9071
140,19,92129916046,0,2018,junior,10477
141,23,26884812276,0,2020,toddler,10912
142,69,76611622155,2,2021,preschooler,11270
143,78,49208052006,0,2017,junior,10355
144,5,93766207637,1,2022,toddler,9843
145,10,27159790038,0,2015,preschooler,9993
146,21,75847476387,0,2017,junior,10390
147,67,37876221835,0,2024,junior,10246
148,63,57385302026,0,2022,toddler,10330
149,61,79861339970,3,2019,junior,9748
150,84,87190404079,0,2020,toddler,10398
151,70,55010486814,2,2022,toddler,12262
152,64,45913203767,0,2020,toddler,10583
153,65,34967910251,1,2017,toddler,9143
154,21,43219319902,2,2020,toddler,11778
155,10,99383250288,1,2021,preschooler,8832
156,24,56451044075,2,2016,toddler,11932
157,67,70772450201,0,2016,toddler,10402
158,41,76896124445,0,2023,preschooler,9740
159,53,37671704159,0,2019,junior,10628
160,32,28639269221,0,2022,toddler,10278
161,78,64498819734,2,2018,preschooler,11435
162,53,71846424746,0,2016,toddler,10885
163,70,34171053029,0,2018,junior,10725
164,13,80344351959,0,2020,toddler,10332
165,72,77226909815,0,2019,toddler,10591
166,43,38041768188,0,2023,junior,10240
167,95,38242504121,0,2018,preschooler,9745
168,21,32038721593,3,2023,junior,9648
169,61,58252467151,1,2022,preschooler,9084
170,5,88919516775,1,2023,junior,9686
171,63,24803704925,2,2016,preschooler,11270
172,91,31785839503,0,2021,preschooler,10059
173,18,58408245424,0,2016,preschooler,9840
174,55,22118566617,2,2023,junior,11669
175,41,11979201799,1,2019,toddler,8977
176,3,10798604350,0,2017,junior,10255
177,24,13317340876,0,2018,preschooler,10268
178,54,56558599456,0,2018,junior,10396
179,57,94943918890,3,2022,toddler,9484
180,3,15240385025,0,2020,junior,10255
181,30,58688251416,0,2016,junior,10212
182,99,41334728190,1,2015,toddler,9340
183,65,20010175010,0,2024,junior,10126
184,31,52372227345,0,2017,toddler,10442
185,92,94929989794,1,2020,toddler,9471
186,61,97070325284,0,2017,preschooler,10262
187,74,17047816951,2,2017,preschooler,11618
188,90,84564802379,2,2021,junior,11200
189,12,96076937353,1,2020,toddler,9434
190,63,62838640341,3,2015,junior,9489
191,90,98036741398,0,2017,toddler,10196
192,21,90699675330,2,2018,toddler,11778
193,44,62598210221,0,2019,junior,10116
194,41,34988394924,3,2015,preschooler,9064
195,91,89502993886,2,2020,preschooler,11306
196,80,97426921654,2,2021,preschooler,11706
197,71,36436229055,1,2022,junior,9217
198,21,76309022593,0,2018,junior,10390
199,31,80038873851,2,2019,preschooler,11264
200,86,27280053775,0,2023,preschooler,10289
201,74,60256309388,0,2024,preschooler,10338
202,39,82270011283,0,2019,junior,10241
203,45,97694632167,0,2016,preschooler,9947
204,95,97022878229,2,2022,junior,11274
205,16,74534744237,0,2015,preschooler,10019
206,86,28344173716,0,2020,junior,10508
207,32,30578474275,0,2017,preschooler,9907
208,73,39820631666,0,2022,junior,10176
209,5,18330044980,0,2024,preschooler,10688
210,77,76181455742,1,2020,preschooler,9018
211,46,56133344290,0,2019,preschooler,10563
212,14,28114024952,0,2018,junior,10397
213,1,49604818969,0,2023,preschooler,10514
214,39,79118913250,0,2020,toddler,10455
215,46,45328691916,1,2017,preschooler,9291
216,4,90089693609,0,2024,preschooler,10275
217,35,56378435853,0,2024,toddler,10336
218,21,26388797926,0,2022,toddler,10539
219,53,86950475130,0,2018,toddler,10885
220,0,12542283910,0,2022,toddler,10432
221,16,72563663138,0,2023,junior,10230
222,78,84398393984,0,2024,toddler,10475
223,85,51222764343,0,2022,preschooler,10362
224,63,27201238611,1,2020,toddler,9064
225,73,52809494872,0,2022,junior,10176
226,40,38543632250,0,2017,preschooler,10163
227,32,57413547124,1,2016,junior,8927
228,74,78547478270,0,2017,preschooler,10338
229,52,43616396313,0,2024,preschooler,9785
230,11,17806816668,0,2015,preschooler,10237
231,71,88928019619,2,2024,junior,11674
232,19,88147564887,0,2015,junior,10477
233,88,36625393427,1,2020,preschooler,8994
234,40,26500100333,0,2019,preschooler,10163
235,60,24498604263,0,2017,preschooler,9825
236,30,41506190113,1,2024,junior,9046
237,76,27427713498,0,2016,toddler,10266
238,62,47977354941,0,2015,junior,10824
239,57,43460589313,2,2019,junior,11191
240,47,14994045584,0,2024,preschooler,10019
241,50,60270918977,1,2020,preschooler,8880
242,36,22219702893,1,2019,toddler,9161
243,57,91168198531,0,2020,toddler,10224
244,68,52531202549,1,2019,preschooler,8805
245,91,15117664267,1,2018,preschooler,8876
246,22,85199125217,1,2024,junior,8986
247,78,32513216825,1,2015,toddler,9322
248,33,33298741234,0,2018,toddler,10267
249,71,19980303195,0,2024,preschooler,10155
250,21,21492361679,0,2015,junior,10390
251,80,37760775448,0,2024,junior,10495
252,94,72384873340,0,2019,preschooler,10000
253,24,98751285688,0,2016,junior,10482
254,74,36598806648,3,2024,preschooler,9589
255,46,77273079147,0,2023,toddler,10910
256,67,24432254288,0,2019,toddler,10402
257,56,37747878815,0,2023,preschooler,10017
258,26,43681231678,2,2017,junior,11678
259,21,15708481951,1,2018,junior,9119
260,66,16488308557,0,2023,toddler,11014
261,11,30404629719,2,2021,junior,11742
262,78,12968227248,0,2020,preschooler,10140
263,56,24597152559,1,2015,preschooler,8851
264,76,90044371233,2,2016,toddler,11630
265,55,59676834333,2,2021,preschooler,11547
266,69,74892000719,3,2017,junior,9433
267,25,31793431948,0,2021,preschooler,10256
268,12,54286076874,1,2023,junior,9260
269,33,81779965014,0,2021,preschooler,9876
270,73,62195919392,0,2015,toddler,10354
271,94,10577314079,0,2024,junior,10184
272,0,21159396820,3,2018,junior,9453
273,10,70280047154,2,2024,junior,11497
274,28,28519341300,1,2021,junior,8887
275,56,21784883030,1,2016,preschooler,8851
276,44,61034409625,0,2020,preschooler,9854
277,20,27457259762,0,2023,preschooler,10027
278,16,82439250288,3,2017,toddler,9687
279,76,99660810049,1,2021,preschooler,8725
280,92,53159434990,1,2021,preschooler,9076
281,34,31729993412,0,2023,toddler,10379
282,21,19723099907,2,2016,toddler,11778
283,5,57015927926,0,2018,toddler,11048
284,39,93407500873,2,2019,toddler,11728
285,80,19280920598,2,2022,junior,11858
286,84,53483143815,0,2018,toddler,10398
287,97,16865854087,2,2018,junior,11757
288,15,56439262658,3,2016,toddler,10035
289,92,20394603078,1,2018,toddler,9471
290,95,69707499036,1,2017,junior,8713
291,2,26054075890,0,2021,junior,10420
292,93,93196310398,0,2023,preschooler,10341
293,78,83458493189,0,2023,junior,10355
294,7,83319708751,0,2015,preschooler,10194
295,8,95521272871,0,2018,junior,10060
296,38,46518717158,0,2016,preschooler,9685
297,55,38496627235,0,2016,preschooler,10277
298,39,81279433836,2,2024,junior,11514
299,4,78981862535,0,2015,junior,10415
300,53,95959582134,2,2022,junior,11980
301,51,27099527096,0,2021,toddler,10407
302,50,72955747618,1,2021,toddler,9304
303,9,86662885631,1,2015,junior,8834
304,92,41593653588,0,2015,preschooler,10233
305,53,38905729071,0,2020,junior,10628
306,90,53819543761,0,2016,toddler,10196
307,35,72603822224,0,2022,junior,10138
308,4,81188493797,0,2023,junior,10415
309,15,93259233204,0,2016,preschooler,10273
310,41,54910963218,0,2017,junior,9997
311,82,45760882984,2,2022,junior,11424
312,97,12808842539,0,2020,toddler,10621
313,32,20863058209,0,2017,toddler,10278
314,56,11375414532,0,2018,junior,10195
315,17,34392813246,1,2021,preschooler,8831
316,91,31466957132,2,2024,junior,11470
317,86,52095133045,0,2015,junior,10508
318,76,50360703010,1,2019,toddler,9086
319,17,20451804140,0,2022,preschooler,10026
320,18,58158984146,1,2020,preschooler,8585
321,3,39959350664,0,2024,junior,10255
322,31,50088485799,2,2019,junior,11439
323,47,66769631386,0,2015,toddler,10463
324,46,65044375112,2,2019,toddler,12194
325,35,63802172656,2,2016,preschooler,11282
326,95,62190397826,0,2015,toddler,10095
327,99,81094197888,3,2017,preschooler,9437
328,20,77556341263,2,2018,preschooler,11265
329,26,20823199470,0,2018,toddler,10651
330,50,43527009237,0,2020,junior,10180
331,40,92814744593,0,2024,preschooler,10163
332,4,21466058057,1,2023,preschooler,9049
333,96,63305514284,1,2017,preschooler,8828
334,99,93140057890,0,2019,junior,10384
335,5,84033146047,0,2021,preschooler,10688
336,5,60089434476,2,2023,preschooler,11973
337,55,95827954942,0,2015,preschooler,10277
338,0,43407352725,2,2021,preschooler,11218
339,20,73162263563,1,2017,junior,9048
340,2,32520957945,1,2019,preschooler,9051
341,58,20365023284,0,2020,junior,10232
342,57,47458917085,2,2022,preschooler,11050
343,28,65440125132,0,2016,junior,10113
344,24,24561652715,3,2023,junior,9756
345,87,20660425686,0,2022,preschooler,9958
346,48,83888685070,3,2021,junior,9644
347,78,48102515331,0,2021,preschooler,10140
348,3,26659758958,0,2019,preschooler,10124
349,80,12048901674,0,2021,toddler,10660
350,84,23685932410,0,2023,toddler,10398
351,74,96982665915,0,2024,toddler,10698
352,95,42871920499,0,2019,preschooler,9745
353,19,10553841087,0,2020,preschooler,10286
354,15,60581015160,0,2024,junior,10535
355,90,51703490856,1,2017,toddler,8966
356,90,42260048144,1,2018,junior,8762
357,32,45492836666,2,2016,toddler,11522
358,15,61156556234,0,2021,junior,10535
359,86,82950287534,2,2019,toddler,11993
360,10,63110126082,0,2019,toddler,10403
361,12,33292361462,0,2018,toddler,10588
362,87,66843332621,2,2022,preschooler,11254
363,24,33902359269,2,2019,preschooler,11566
364,55,44413391715,0,2018,junior,10399
365,2,65225178392,2,2021,preschooler,11544
366,43,69820846866,0,2016,junior,10240
367,68,95857016570,2,2021,toddler,11736
368,76,32940870308,0,2024,toddler,10266
369,32,94095961228,0,2016,preschooler,9907
370,1,34109402838,0,2019,preschooler,10514
371,5,63695259379,2,2019,junior,12176
372,73,88075382942,1,2024,junior,8989
373,93,54518812082,0,2020,preschooler,10341
374,41,90523839545,0,2016,junior,9997
375,67,71866075942,1,2024,toddler,9161
376,90,69979739834,2,2020,junior,11200
377,37,80057710077,1,2018,preschooler,8683
378,45,66556984118,1,2015,junior,8950
379,69,69815501901,2,2022,junior,11442
380,77,14447459519,0,2015,toddler,10673
381,65,21461155683,0,2023,junior,10126
382,33,29276908977,0,2019,toddler,10267
383,72,79526266306,2,2020,junior,11671
384,25,63169863394,1,2015,toddler,9449
385,76,42046955241,3,2023,junior,9491
386,27,83058767329,2,2015,preschooler,11239
387,7,40549396459,1,2019,preschooler,9011
388,67,61522915717,0,2024,junior,10246
389,33,24043088477,2,2016,preschooler,11117
390,59,95351285806,0,2021,junior,10576
391,99,29278318716,1,2018,toddler,9340
392,17,51073162326,0,2021,preschooler,10026
393,71,36783358469,0,2017,junior,10347
394,3,16335934714,1,2023,toddler,9249
395,68,12894061055,0,2022,preschooler,10067
396,53,11415491370,3,2022,junior,9883
397,82,97037964576,0,2016,junior,10173
398,64,28679135852,0,2021,toddler,10583
399,43,55354252971,0,2022,preschooler,10008
400,26,62217037525,2,2020,junior,11678
401,12,12277628096,0,2022,toddler,10588
402,78,72479323661,0,2016,toddler,10475
403,32,91067991748,0,2018,preschooler,9907
404,58,15481366718,0,2017,preschooler,10120
405,63,18057722794,0,2020,junior,10204
406,83,72601511877,0,2015,preschooler,9940
407,50,93048968769,0,2022,preschooler,10025
408,82,36016226426,0,2019,junior,10173
409,92,92719705788,3,2018,junior,9674
410,94,36306722678,3,2024,junior,9450
411,75,67456179316,2,2015,toddler,11871
412,93,95610312760,2,2018,toddler,11949
413,45,61394811507,3,2020,toddler,9549
414,4,20493349032,0,2018,toddler,10624
415,82,35166010373,3,2015,junior,9443
416,27,30693404125,0,2016,toddler,10409
417,72,25782040506,0,2018,preschooler,10229
418,42,50654923932,2,2018,toddler,12352
419,37,45280071718,0,2015,preschooler,9858
420,90,76280585791,0,2022,preschooler,9813
421,26,98596607792,0,2017,preschooler,10194
422,78,57556359886,0,2015,preschooler,10140
423,35,72915479462,0,2016,toddler,10336
424,30,15603766844,1,2015,toddler,9208
425,7,27792462243,2,2018,preschooler,11528
426,37,84322779597,1,2021,toddler,9156
427,74,77924138389,1,2022,junior,9288
428,53,29292593149,2,2024,toddler,12237
429,45,92524028828,0,2018,toddler,10352
430,56,64367325592,0,2019,junior,10195
431,98,37197264404,0,2017,toddler,10434
432,66,12207228536,0,2015,junior,10802
433,63,46486530119,1,2023,junior,8938
434,43,28476294812,2,2022,toddler,11644
435,67,14485608702,0,2024,junior,10246
436,37,86023914481,2,2019,junior,11345
437,93,98585550450,2,2022,preschooler,11627
438,46,41648017133,2,2017,preschooler,11847
439,56,18416276667,0,2020,preschooler,10017
440,69,93691161322,2,2022,toddler,11669
441,53,17491579569,0,2020,preschooler,10497
442,19,17839255562,2,2022,junior,11838
443,13,17801340170,3,2018,preschooler,9331
444,34,69885124476,0,2020,junior,10142
445,33,15036497751,2,2017,junior,11370
446,81,20554782103,2,2024,toddler,11983
447,57,22365326739,0,2019,preschooler,9806
448,12,14201666942,2,2023,preschooler,11466
449,24,86067177078,2,2015,toddler,11932
450,91,69376212552,0,2021,toddler,10366
451,65,25667981033,0,2020,toddler,10371
452,57,91990309676,3,2019,junior,9207
453,35,69727896437,0,2023,preschooler,10009
454,59,78558498320,0,2021,preschooler,10309
455,46,43916982320,0,2015,toddler,10910
456,2,63549765108,0,2019,preschooler,10238
457,19,49670836459,1,2024,preschooler,9071
458,13,57001161692,0,2017,toddler,10332
459,37,27708559252,0,2024,junior,10074
460,34,58584767288,0,2024,preschooler,9973
461,8,93944529637,0,2017,toddler,10315
462,5,70248447259,0,2017,toddler,11048
463,2,95126036979,1,2016,junior,9233
464,74,99405438341,0,2024,junior,10458
465,84,35337180001,0,2018,preschooler,10066
466,10,32802586712,0,2017,toddler,10403
467,53,37440061797,2,2020,junior,11980
468,90,59271274331,2,2018,junior,11200
469,0,60855087833,0,2019,junior,10157
470,54,34435166213,0,2021,preschooler,10271
471,43,64298209259,0,2023,junior,10240
472,21,44277686363,0,2023,toddler,10539
473,98,14119346900,0,2020,toddler,10434
474,95,18983117603,0,2021,junior,9930
475,30,92090020132,1,2020,junior,9046
476,79,25143537573,1,2019,preschooler,9073
477,37,57068788265,2,2017,preschooler,11129
478,31,23321177981,2,2017,preschooler,11264
479,38,60416546782,1,2022,junior,8779
480,46,46000485389,0,2020,toddler,10910
481,59,63471702597,0,2019,toddler,10723
482,8,35444600885,0,2022,preschooler,9942
483,65,78864852206,0,2024,junior,10126
484,20,79208232760,2,2018,toddler,11711
485,51,89405039648,0,2024,toddler,10407
486,23,99147621808,0,2015,toddler,10912
487,77,62863797527,2,2024,preschooler,11501
488,74,93931591408,1,2020,junior,9288
489,77,50303150565,0,2023,preschooler,10234
490,18,16445576515,1,2024,toddler,9009
491,1,22456308933,1,2017,preschooler,9321
492,93,11127787817,0,2017,toddler,10663
493,68,64286945891,0,2015,junior,10249
494,55,19415128830,1,2016,junior,9202
495,69,60330737537,2,2015,preschooler,11270
496,80,71127155616,0,2024,junior,10495
497,89,82584168422,0,2019,toddler,10479
498,76,75449403487,1,2022,preschooler,8725
499,93,71496982750,0,2019,preschooler,10341
500,8,82316913175,2,2016,junior,11417
501,16,22572699352,0,2023,preschooler,10019
502,89,76281091152,0,2023,preschooler,10089
503,54,74838579260,0,2016,preschooler,10271
504,58,54573340009,0,2023,toddler,10436
505,90,16807493126,0,2016,preschooler,9813
506,61,55536798929,1,2018,toddler,9479
507,36,23257921111,2,2021,preschooler,11310
508,38,33174742695,1,2021,toddler,8899
509,32,18690033902,0,2022,junior,10152
510,27,96448333480,0,2023,junior,10187
511,14,24123267478,1,2022,toddler,9319
512,55,47222132340,2,2017,toddler,11950
513,55,89262506168,1,2020,junior,9202
514,24,26431646810,0,2020,preschooler,10268
515,96,42768581449,0,2017,preschooler,9961
516,81,40210079775,0,2017,junior,10478
517,76,16039379210,0,2023,toddler,10266
518,81,61481934302,1,2017,preschooler,9059
519,7,42649701826,1,2017,preschooler,9011
520,77,98361531913,0,2022,preschooler,10234
521,10,81600146103,1,2020,toddler,9242
522,8,54097640787,0,2020,toddler,10315
523,92,82102053103,1,2019,preschooler,9076
524,87,12901060187,3,2022,junior,9408
525,5,58628352457,0,2021,toddler,11048
526,59,24887644956,0,2022,junior,10576
527,33,73993362865,1,2022,junior,8846
528,21,44424544995,2,2018,junior,11629
529,89,68556225146,2,2020,toddler,11789
530,85,72428192077,0,2018,junior,10538
531,39,22751941108,0,2020,preschooler,10058
532,95,97207715802,0,2022,preschooler,9745
533,28,77815256008,0,2019,preschooler,9888
534,43,44841397650,2,2017,toddler,11644
535,68,51634969657,2,2022,toddler,11736
536,65,53185592161,3,2015,junior,9407
537,34,33533575830,0,2018,junior,10142
538,46,29575790731,0,2015,toddler,10910
539,77,35101787624,2,2015,toddler,11940
540,16,39841661815,0,2016,toddler,10399
541,77,82739023232,1,2020,junior,9174
542,16,46517688524,0,2019,junior,10230
543,6,63192835114,0,2020,junior,10340
544,76,43632528016,0,2020,preschooler,9905
545,38,57904496343,0,2016,junior,9929
546,87,32898523069,0,2023,preschooler,9958
547,43,96349433260,1,2017,preschooler,8790
548,65,59956122845,2,2020,junior,11468
549,32,35211671805,0,2022,preschooler,9907
550,88,92686603993,2,2016,junior,11656
551,55,94720520263,1,2024,junior,9202
552,10,95219683795,0,2019,junior,10177
553,89,85447063799,0,2022,toddler,10479
554,29,41430473649,0,2023,junior,10287
555,87,54626962440,0,2022,toddler,10429
556,24,52160849111,1,2022,junior,9325
557,73,87732739699,2,2020,toddler,11686
558,38,33418637662,0,2019,junior,9929
559,60,19940948121,0,2020,toddler,10264
560,43,36867068824,2,2020,preschooler,11294
561,42,60262567102,1,2021,toddler,9836
562,94,86049132690,1,2016,preschooler,8815
563,56,52635275393,0,2019,junior,10195
564,52,78356811220,1,2021,junior,8791
565,17,47603211401,1,2016,preschooler,8831
566,74,40477857874,3,2018,junior,9709
567,10,92981760158,0,2019,junior,10177
568,35,39296540290,0,2018,preschooler,10009
569,86,63595150971,0,2021,toddler,10658
570,42,35528402080,2,2017,junior,12094
571,86,67757669941,3,2018,preschooler,9544
572,92,86590429000,0,2023,junior,10340
573,2,55875725665,2,2019,toddler,11949
574,60,37066730853,1,2018,preschooler,8655
575,27,99932875894,0,2020,toddler,10409
576,71,46342280012,0,2015,toddler,10533
577,89,86192951044,2,2017,preschooler,11399
578,97,98333634331,0,2018,junior,10430
579,28,93942951078,1,2019,preschooler,8662
580,91,59727929770,1,2024,toddler,9183
581,19,91942826806,0,2016,toddler,10647
582,51,17571755501,0,2018,toddler,10407
583,27,42868077583,0,2016,preschooler,9995
584,33,84827574061,1,2021,preschooler,8593
585,79,67188236247,0,2016,toddler,10670
586,82,67368776600,1,2018,toddler,9171
587,55,74371296692,1,2024,junior,9202
588,47,24260896516,2,2016,toddler,11775
589,21,51737699246,0,2019,toddler,10539
590,34,12325104207,0,2018,toddler,10379
591,91,54586547089,0,2016,junior,10223
592,41,88892995424,2,2019,preschooler,11073
593,64,62794083540,0,2016,junior,10437
594,4,99255537712,0,2019,preschooler,10275
595,26,80623772859,0,2023,preschooler,10194
596,73,80308024016,1,2015,junior,8989
597,81,83721823088,0,2022,junior,10478
598,44,31568607111,0,2021,junior,10116
599,33,12464947032,0,2020,junior,10129
600,28,63023535067,1,2019,toddler,9095
601,69,98625659016,2,2017,preschooler,11270
602,73,97237663692,2,2019,junior,11508
603,39,42322455197,0,2024,junior,10241
604,95,80814001768,0,2019,toddler,10095
605,2,65080746300,2,2020,toddler,11949
606,33,63018691958,0,2017,junior,10129
607,2,25208185037,2,2015,junior,11726
608,69,53240741615,1,2022,toddler,9135
609,38,61734892713,2,2019,toddler,11349
610,35,65203113169,0,2021,toddler,10336
611,76,96472729863,0,2023,junior,10141
612,40,72895938819,2,2016,toddler,11846
613,94,24169042127,3,2023,junior,9450
614,38,75200355477,2,2022,preschooler,10985
615,68,15638256926,3,2020,junior,9527
616,36,41814013565,0,2019,preschooler,9965
617,66,10928525431,0,2015,preschooler,10553
618,67,94491808929,1,2023,junior,9005
619,40,79162982256,1,2017,junior,9230
620,51,38296251463,3,2018,toddler,9690
621,93,72816696927,2,2019,preschooler,11627
622,26,81153172113,2,2019,junior,11678
623,99,15479307824,2,2021,preschooler,11413
624,35,73071601113,0,2021,junior,10138
625,81,85451301032,2,2018,preschooler,11571
626,76,82469922897,0,2021,junior,10141
627,27,20388107958,1,2020,toddler,9227
628,49,77968745896,2,2020,junior,11444
629,35,60926341994,0,2016,junior,10138
630,77,73141024007,3,2016,toddler,10014
631,19,38423317073,0,2023,toddler,10647
632,86,77634616117,2,2017,junior,11843
633,64,73651080150,0,2020,preschooler,10212
634,33,82154420922,0,2015,toddler,10267
635,49,44343245458,2,2017,preschooler,11228
636,1,25537624447,0,2023,preschooler,10514
637,33,74689852204,0,2021,toddler,10267
638,82,22988580390,0,2023,preschooler,10059
639,73,63714750984,0,2024,toddler,10354
640,93,88711174272,2,2017,junior,11770
641,61,28790786233,2,2016,toddler,11928
642,56,71669597867,0,2020,toddler,10439
643,76,63956631447,0,2019,junior,10141
644,99,99975772122,0,2017,preschooler,10159
645,25,24018267968,2,2015,toddler,11997
646,22,18554829349,2,2022,toddler,11633
647,27,85079620358,1,2024,preschooler,8813
648,11,40070938654,0,2019,toddler,10628
649,39,46924698502,0,2020,preschooler,10058
650,1,75938474671,2,2017,junior,12012
651,80,94316846181,0,2018,junior,10495
652,47,13318637183,0,2022,toddler,10463
653,30,57210593587,0,2022,toddler,10374
654,44,72843003708,1,2020,junior,8929
655,63,79303984381,0,2023,preschooler,9974
656,58,52365892285,2,2020,toddler,11705
657,35,95534283539,0,2017,toddler,10336
658,67,11163221010,0,2021,toddler,10402
659,89,80393629284,0,2018,toddler,10479
660,81,75832146281,1,2015,toddler,9471
661,11,81895090519,2,2015,toddler,11904
662,55,97801383973,0,2021,preschooler,10277
663,26,37646457613,1,2022,toddler,9376
664,9,75036389375,2,2022,toddler,11578
665,69,32599793132,2,2016,junior,11442
666,99,77324815309,2,2022,toddler,11811
667,5,39903327622,0,2016,preschooler,10688
668,9,74070863342,0,2015,preschooler,9838
669,99,61064786239,0,2018,preschooler,10159
670,27,22401492816,2,2021,preschooler,11239
671,31,31115735809,1,2018,preschooler,8789
672,51,52470763494,0,2020,toddler,10407
673,30,34764178912,0,2018,preschooler,10026
674,16,48530758426,0,2023,junior,10230
675,6,65424102802,0,2020,preschooler,10128
676,52,27813640746,0,2024,junior,10031
677,5,44472685001,1,2017,toddler,9843
678,1,43622131426,0,2017,toddler,10992
679,15,16531472391,2,2020,junior,11820
680,16,74131796508,0,2024,toddler,10399
681,66,80984863245,0,2016,junior,10802
682,44,91128972701,2,2024,toddler,11555
683,37,60367000926,0,2015,junior,10074
684,73,32315789653,0,2015,toddler,10354
685,54,23781766846,0,2016,toddler,10570
686,62,18492180495,0,2015,preschooler,10575
